序号,日期,价格,涨跌
13,2017-8-21,16351,0
14,2017-8-18,16351,1
1,2017-9-26,16432,0
2,2017-9-25,16432,17
3,2017-9-22,16415,6
4,2017-9-21,16409,3
5,2017-9-20,16406,1
6,2017-9-19,16405,3
7,2017-9-18,16402,1
8,2017-9-15,16401,5
9,2017-9-14,16396,3
10,2017-9-13,16393,2
11,2017-9-12,16391,2
12,2017-9-11,16389,4
13,2017-9-8,16385,9
14,2017-9-7,16376,1
1,2017-10-16,16482,21
2,2017-10-13,16461,-3
3,2017-10-12,16464,2
4,2017-10-11,16462,2
5,2017-10-10,16460,5
6,2017-10-9,16455,-4
7,2017-10-6,16459,4
8,2017-10-5,16455,0
9,2017-10-4,16455,0
10,2017-10-3,16455,2
11,2017-10-2,16453,2
12,2017-9-30,16451,11
13,2017-9-29,16440,0
14,2017-9-28,16440,5
15,2017-9-27,16435,3
1,2017-11-3,16513,8
2,2017-11-2,16505,2
3,2017-11-1,16503,5
4,2017-10-31,16498,2
5,2017-10-30,16496,0
6,2017-10-27,16496,10
7,2017-10-26,16486,0
8,2017-10-25,16486,-3
9,2017-10-24,16489,-3
10,2017-10-23,16492,5
11,2017-10-20,16487,2
12,2017-10-19,16485,0
13,2017-10-18,16485,-2
14,2017-10-17,16487,5
1,2017-11-24,16395,-17
2,2017-11-23,16412,-18
3,2017-11-22,16430,-27
4,2017-11-21,16457,-11
5,2017-11-20,16468,-12
6,2017-11-17,16480,-15
7,2017-11-16,16495,-5
8,2017-11-15,16500,-10
9,2017-11-14,16510,-2
10,2017-11-13,16512,6
11,2017-11-10,16506,0
12,2017-11-9,16506,-4
13,2017-11-8,16510,-5
14,2017-11-7,16515,-1
15,2017-11-6,16516,3
1,2017-12-15,16316,-5
2,2017-12-14,16321,-7
3,2017-12-13,16328,-10
4,2017-12-12,16338,-16
5,2017-12-11,16354,-4
6,2017-12-8,16358,3
7,2017-12-7,16355,0
8,2017-12-6,16355,-3
9,2017-12-5,16358,1
10,2017-12-4,16357,4
11,2017-12-1,16353,-16
12,2017-11-30,16369,-8
13,2017-11-29,16377,-1
14,2017-11-28,16378,-17
15,2017-11-27,16395,0
1,2018-1-4,16201,-8
2,2018-1-3,16209,-8
3,2018-1-2,16217,-6
4,2017-12-29,16223,-12
5,2017-12-28,16235,-8
6,2017-12-27,16243,-5
7,2017-12-26,16248,-10
8,2017-12-25,16258,0
9,2017-12-22,16258,-37
10,2017-12-21,16295,-16
11,2017-12-20,16311,-2
12,2017-12-19,16313,-2
13,2017-12-18,16315,-1
1,2018-2-13,16245,0
2,2018-2-12,16245,-1
3,2018-2-11,16246,0
4,2018-2-9,16246,3
5,2018-2-8,16243,2
6,2018-2-7,16241,-1
7,2018-2-6,16242,-5
8,2018-2-5,16247,-1
9,2018-2-2,16248,0
10,2018-2-1,16248,2
11,2018-1-31,16246,3
12,2018-1-30,16243,6
13,2018-1-29,16237,3
14,2018-1-26,16234,5
15,2018-1-25,16229,11
1,2018-3-5,16249,1
2,2018-3-2,16248,2
3,2018-3-1,16246,7
4,2018-2-28,16239,0
5,2018-2-27,16239,2
6,2018-2-26,16237,-13
7,2018-2-24,16250,0
8,2018-2-23,16250,0
9,2018-2-22,16250,2
10,2018-2-14,16248,3
1,2018-5-4,16113,6
2,2018-5-3,16107,15
3,2018-5-2,16092,-3
4,2018-4-28,16095,2
5,2018-4-27,16093,0
6,2018-4-26,16093,-2
7,2018-4-25,16095,-2
8,2018-4-24,16097,-7
9,2018-4-23,16104,-7
10,2018-4-20,16111,0
11,2018-4-19,16111,-1
12,2018-4-18,16112,-3
13,2018-4-17,16115,0
14,2018-4-16,16115,3
1,2018-5-24,16600,-2
2,2018-5-23,16602,92
3,2018-5-22,16510,157
4,2018-5-21,16353,27
5,2018-5-18,16326,53
6,2018-5-17,16273,96
7,2018-5-16,16177,0
8,2018-5-15,16177,7
9,2018-5-14,16170,7
10,2018-5-11,16163,2
11,2018-5-10,16161,3
12,2018-5-9,16158,1
13,2018-5-8,16157,21
14,2018-5-7,16136,23
1,2018-6-13,16979,6
2,2018-6-12,16973,-6
3,2018-6-11,16979,-63
4,2018-6-8,17042,-5
5,2018-6-7,17047,-131
6,2018-6-6,17178,-221
7,2018-6-5,17399,0
8,2018-6-4,17399,133
9,2018-6-1,17266,117
10,2018-5-31,17149,188
11,2018-5-30,16961,258
12,2018-5-29,16703,15
13,2018-5-28,16688,72
14,2018-5-25,16616,16
1,2018-7-3,16922,-21
2,2018-7-2,16943,-2
3,2018-6-29,16945,0
4,2018-6-28,16945,0
5,2018-6-27,16945,-2
6,2018-6-26,16947,-12
7,2018-6-25,16959,1
8,2018-6-22,16958,3
9,2018-6-21,16955,-16
10,2018-6-20,16971,-22
11,2018-6-19,16993,2
12,2018-6-15,16991,5
13,2018-6-14,16986,7
1,2018-7-23,16841,-2
2,2018-7-20,16843,-2
3,2018-7-19,16845,0
4,2018-7-18,16845,-2
5,2018-7-17,16847,-1
6,2018-7-16,16848,0
7,2018-7-13,16848,-1
8,2018-7-12,16849,-3
9,2018-7-11,16852,2
10,2018-7-10,16850,-3
11,2018-7-9,16853,-20
12,2018-7-6,16873,-15
13,2018-7-5,16888,-33
14,2018-7-4,16921,-1
1,2018-8-10,16995,30
2,2018-8-9,16965,29
3,2018-8-8,16936,29
4,2018-8-7,16907,1
5,2018-8-6,16906,1
6,2018-8-3,16905,2
7,2018-8-2,16903,20
8,2018-8-1,16883,26
9,2018-7-31,16857,-1
10,2018-7-30,16858,-1
11,2018-7-27,16859,20
12,2018-7-26,16839,9
13,2018-7-25,16830,0
14,2018-7-24,16830,-11
1,2018-8-31,17011,1
2,2018-8-30,17010,2
3,2018-8-29,17008,0
4,2018-8-28,17008,3
5,2018-8-27,17003,-2
6,2018-8-24,17005,-1
7,2018-8-23,17006,1
8,2018-8-22,17005,5
9,2018-8-21,17000,7
10,2018-8-20,16993,0
11,2018-8-17,16993,-6
12,2018-8-16,16999,-1
13,2018-8-15,17000,9
14,2018-8-14,16991,-3
15,2018-8-13,16994,-1
1,2018-9-21,17000,-5
2,2018-9-20,17005,-16
3,2018-9-19,17021,-18
4,2018-9-18,17039,1
5,2018-9-17,17038,2
6,2018-9-14,17036,3
7,2018-9-13,17033,1
8,2018-9-12,17032,1
9,2018-9-11,17031,3
10,2018-9-10,17028,7
11,2018-9-7,17021,2
12,2018-9-6,17019,1
13,2018-9-5,17018,3
14,2018-9-4,17015,2
15,2018-9-3,17013,2
1,2018-10-11,16765,-18
2,2018-10-10,16783,-40
3,2018-10-9,16823,-8
4,2018-10-8,16831,0
5,2018-10-5,16831,-1
6,2018-10-4,16832,-11
7,2018-10-3,16843,-7
8,2018-10-2,16850,-1
9,2018-10-1,16851,-12
10,2018-9-30,16863,-21
11,2018-9-29,16884,-38
12,2018-9-28,16922,-38
13,2018-9-27,16960,-31
14,2018-9-26,16991,-6
15,2018-9-25,16997,-3
1,2018-10-31,16375,-18
2,2018-10-30,16393,-46
3,2018-10-29,16439,-56
4,2018-10-26,16495,-35
5,2018-10-25,16530,-15
6,2018-10-24,16545,-28
7,2018-10-23,16573,-3
8,2018-10-22,16576,-23
9,2018-10-19,16599,-26
10,2018-10-18,16625,-45
11,2018-10-17,16670,-35
12,2018-10-16,16705,-2
13,2018-10-15,16707,0
14,2018-10-12,16707,-58
1,2018-11-20,16135,-17
2,2018-11-19,16152,-20
3,2018-11-16,16172,-15
4,2018-11-15,16187,-6
5,2018-11-14,16193,-18
6,2018-11-13,16211,-8
7,2018-11-12,16219,0
8,2018-11-9,16219,-10
9,2018-11-8,16229,-37
10,2018-11-7,16266,-21
11,2018-11-6,16287,-2
12,2018-11-5,16289,-2
13,2018-11-2,16291,-36
14,2018-11-1,16327,-48
1,2018-12-10,15893,0
2,2018-12-7,15893,-28
3,2018-12-6,15921,-10
4,2018-12-5,15931,-1
5,2018-12-4,15932,1
6,2018-12-3,15931,-5
7,2018-11-30,15936,-3
8,2018-11-29,15939,-3
9,2018-11-28,15942,-11
10,2018-11-27,15953,-45
11,2018-11-26,15998,-68
12,2018-11-23,16066,-2
13,2018-11-22,16068,-58
14,2018-11-21,16126,-9
1,2018-12-29,15857,-6
2,2018-12-28,15863,-5
3,2018-12-27,15868,-15
4,2018-12-26,15883,-19
5,2018-12-25,15902,-11
6,2018-12-24,15913,0
7,2018-12-21,15913,0
8,2018-12-20,15913,6
9,2018-12-19,15907,1
10,2018-12-18,15906,-1
11,2018-12-17,15907,-5
12,2018-12-14,15912,17
13,2018-12-13,15893,-2
14,2018-12-12,15895,0
15,2018-12-11,15895,2
1,2019-2-28,15991,-1
2,2019-2-27,15992,-1
3,2019-2-26,15993,1
4,2019-2-25,15992,13
5,2019-2-22,15979,10
6,2019-2-21,15969,0
7,2019-2-20,15969,-1
8,2019-2-19,15970,-5
9,2019-2-18,15975,-1
10,2019-2-15,15976,-4
11,2019-2-14,15980,1
12,2019-2-13,15979,1
13,2019-2-12,15978,0
14,2019-2-11,15978,0
1,2019-3-20,16043,0
2,2019-3-19,16043,8
3,2019-3-18,16035,13
4,2019-3-15,16022,0
5,2019-3-14,16022,9
6,2019-3-13,16013,1
7,2019-3-12,16012,-3
8,2019-3-11,16015,4
9,2019-3-8,16011,6
10,2019-3-7,16005,8
11,2019-3-6,15997,1
12,2019-3-5,15996,9
13,2019-3-4,15987,2
14,2019-3-1,15985,-6
1,2019-4-9,16061,1
2,2019-4-8,16060,2
3,2019-4-4,16058,1
4,2019-4-3,16057,0
5,2019-4-2,16057,2
6,2019-4-1,16055,0
7,2019-3-29,16055,-8
8,2019-3-28,16063,8
9,2019-3-27,16055,-1
10,2019-3-26,16056,1
11,2019-3-25,16055,2
12,2019-3-22,16053,5
13,2019-3-21,16048,5
1,2019-8-7,14031,-58
2,2019-8-6,14089,-333
3,2019-8-5,14422,-49
4,2019-8-2,14471,-1
5,2019-8-1,14472,-1
6,2019-7-31,14473,-5
7,2019-7-30,14478,-7
8,2019-7-29,14485,9
9,2019-7-26,14476,1
10,2019-7-25,14475,3
11,2019-7-24,14472,0
12,2019-7-23,14472,26
13,2019-7-22,14446,1
14,2019-7-19,14445,-73
1,2019-9-16,13370,11
2,2019-9-12,13359,1
3,2019-9-11,13358,12
4,2019-9-10,13346,1
5,2019-9-9,13345,35
6,2019-9-6,13310,13
7,2019-9-5,13297,16
8,2019-9-4,13281,2
9,2019-9-3,13279,-70
10,2019-9-2,13349,-2
11,2019-8-30,13351,6
12,2019-8-29,13345,-3
13,2019-8-28,13348,-49
1,2019-10-4,12953,-2
2,2019-10-3,12955,-7
3,2019-10-2,12962,-3
4,2019-10-1,12965,-2
5,2019-9-30,12967,-41
6,2019-9-29,13008,-173
7,2019-9-27,13181,-99
8,2019-9-26,13280,-85
9,2019-9-25,13365,-41
10,2019-9-24,13406,-12
11,2019-9-23,13418,-3
12,2019-9-20,13421,-5
13,2019-9-19,13426,-37
14,2019-9-18,13463,-18
15,2019-9-17,13481,111
1,2019-10-25,13141,-1
2,2019-10-24,13142,7
3,2019-10-23,13135,2
4,2019-10-22,13133,-3
5,2019-10-21,13136,5
6,2019-10-18,13131,8
7,2019-10-17,13123,0
8,2019-10-16,13123,10
9,2019-10-15,13113,5
10,2019-10-14,13108,111
11,2019-10-12,12997,15
12,2019-10-11,12982,1
13,2019-10-10,12981,10
14,2019-10-9,12971,15
15,2019-10-8,12956,3
16,2019-10-7,12953,0
1,2019-12-5,13388,-2
2,2019-12-4,13390,-16
3,2019-12-3,13406,-27
4,2019-12-2,13433,-2
5,2019-11-29,13435,-1
6,2019-11-28,13436,-3
7,2019-11-27,13439,21
8,2019-11-26,13418,13
9,2019-11-25,13405,0
10,2019-11-22,12305,-6
11,2019-11-21,13411,-8
12,2019-11-20,13419,-8
13,2019-11-19,13427,1
14,2019-11-18,13426,29
1,2019-12-25,13566,23
2,2019-12-24,13543,12
3,2019-12-23,13531,6
4,2019-12-20,13525,2
5,2019-12-19,13523,2
6,2019-12-18,13521,15
7,2019-12-17,13506,15
8,2019-12-16,13491,16
9,2019-12-13,13475,23
10,2019-12-12,13452,15
11,2019-12-11,13437,3
12,2019-12-10,13434,19
13,2019-12-9,13415,27
14,2019-12-6,13388,0
1,2020-1-14,14271,155
2,2020-1-13,14145,29
3,2020-1-10,14116,18
4,2020-1-9,14098,5
5,2020-1-8,14093,58
6,2020-1-7,14035,59
7,2020-1-6,13976,54
8,2020-1-3,13922,7
9,2020-1-2,13915,208
10,2019-12-31,13707,59
11,2019-12-30,13648,79
12,2019-12-27,13569,2
13,2019-12-26,13567,1
1,2020-2-3,13963,-192
2,2020-1-23,14155,-23
3,2020-1-22,14178,-20
4,2020-1-21,14198,5
5,2020-1-20,14193,0
6,2020-1-19,14193,10
7,2020-1-17,14183,-2
8,2020-1-16,14185,-68
9,2020-1-15,14253,-18
1,2020-2-21,13833,18
2,2020-2-20,13815,17
3,2020-2-19,13798,-3
4,2020-2-18,13801,39
5,2020-2-17,13762,3
6,2020-2-14,13759,-10
7,2020-2-13,13769,-21
8,2020-2-12,13790,3
9,2020-2-11,13787,-9
10,2020-2-10,13796,5
11,2020-2-7,13791,5
12,2020-2-6,13786,-2
13,2020-2-5,13788,-2
14,2020-2-4,13790,-173
1,2020-3-13,12968,-143
2,2020-3-12,13111,-27
3,2020-3-11,13138,56
4,2020-3-10,13082,-95
5,2020-3-9,13177,-222
6,2020-3-6,13399,9
7,2020-3-5,13390,-2
8,2020-3-4,13392,1
9,2020-3-3,13391,72
10,2020-3-2,13319,-171
11,2020-2-28,13490,-199
12,2020-2-27,13689,-11
13,2020-2-26,13700,-17
14,2020-2-25,13717,-103
15,2020-2-24,13820,-13
1,2020-4-3,11468,-8
2,2020-4-2,11476,-100
3,2020-4-1,11576,98
4,2020-3-31,11478,-143
5,2020-3-30,11621,-98
6,2020-3-27,11719,68
7,2020-3-26,11651,115
8,2020-3-25,11536,-153
9,2020-3-24,11689,-288
10,2020-3-23,11977,-298
11,2020-3-20,12275,-305
12,2020-3-19,12580,-61
13,2020-3-18,12641,-1
14,2020-3-17,12642,-129
15,2020-3-16,12771,-197
1,2020-4-23,11697,-3
2,2020-4-22,11700,-100
3,2020-4-21,11800,2
4,2020-4-20,11798,-2
5,2020-4-17,11800,-6
6,2020-4-16,11806,-2
7,2020-4-15,11808,-11
8,2020-4-14,11819,-12
9,2020-4-13,11831,31
10,2020-4-10,11800,107
11,2020-4-9,11693,56
12,2020-4-8,11637,56
13,2020-4-7,11581,113
1,2020-5-13,11845,-13
2,2020-5-12,11858,-17
3,2020-5-11,11875,12
4,2020-5-9,11863,110
5,2020-5-8,11753,58
6,2020-5-7,11695,-77
7,2020-5-6,11772,-11
8,2020-4-30,11783,47
9,2020-4-29,11736,-66
10,2020-4-28,11802,-5
11,2020-4-27,11807,6
12,2020-4-26,11801,-2
13,2020-4-24,11803,106
1,2020-6-22,12318,12
2,2020-6-19,12306,21
3,2020-6-18,12285,40
4,2020-6-17,12245,3
5,2020-6-16,12242,-31
6,2020-6-15,12273,-99
7,2020-6-12,12372,-5
8,2020-6-11,12377,1
9,2020-6-10,12376,5
10,2020-6-9,12371,65
11,2020-6-8,12306,100
12,2020-6-5,12206,1
13,2020-6-4,12205,22
14,2020-6-3,12183,100
1,2020-7-31,12710,55
2,2020-7-30,12655,6
3,2020-7-29,12649,2
4,2020-7-28,12647,-15
5,2020-7-27,12662,-37
6,2020-7-24,12699,-3
7,2020-7-23,12702,43
8,2020-7-22,12659,107
9,2020-7-21,12552,6
10,2020-7-20,12546,-2
11,2020-7-17,12548,9
12,2020-7-16,12539,12
13,2020-7-15,12527,-26
14,2020-7-14,12553,22
15,2020-7-13,12531,53
1,2020-8-21,12903,-8
2,2020-8-20,12911,-5
3,2020-8-19,12916,48
4,2020-8-18,12868,52
5,2020-8-17,12816,3
6,2020-8-14,12813,-2
7,2020-8-13,12815,2
8,2020-8-12,12813,2
9,2020-8-11,12811,-20
10,2020-8-10,12831,29
11,2020-8-7,12802,36
12,2020-8-6,12766,-3
13,2020-8-5,12769,37
14,2020-8-4,12732,49
15,2020-8-3,12683,-27
1,2020-9-30,13222,20
2,2020-9-29,13202,9
3,2020-9-28,13193,6
4,2020-9-27,13187,-11
5,2020-9-25,13198,0
6,2020-9-24,13198,-1
7,2020-9-23,13199,6
8,2020-9-22,13193,62
9,2020-9-21,13131,2
10,2020-9-18,13129,41
11,2020-9-17,13088,10
12,2020-9-16,13078,72
13,2020-9-15,13006,21
14,2020-9-14,12985,12
15,2020-9-11,12973,1
1,2020-10-20,15113,-3
2,2020-10-19,15116,486
3,2020-10-16,14630,112
4,2020-10-15,14518,305
5,2020-10-14,14213,167
6,2020-10-13,14046,260
7,2020-10-12,13786,306
8,2020-10-10,13480,200
9,2020-10-9,13280,23
10,2020-10-8,13257,29
11,2020-10-7,13228,5
12,2020-10-6,13223,-7
13,2020-10-5,13230,-6
14,2020-10-2,13236,-1
15,2020-10-1,13237,15
1,2020-11-9,14742,-118
2,2020-11-6,14860,-3
3,2020-11-5,14863,5
4,2020-11-4,14858,-3
5,2020-11-3,14861,-5
6,2020-11-2,14866,7
7,2020-10-30,14859,-33
8,2020-10-29,14892,6
9,2020-10-28,14886,5
10,2020-10-27,14881,2
11,2020-10-26,14879,-12
12,2020-10-23,14891,2
13,2020-10-22,14889,-169
14,2020-10-21,15058,-55
1,2020-11-27,14859,-3
2,2020-11-26,14862,-1
3,2020-11-25,14863,2
4,2020-11-24,14861,61
5,2020-11-23,14800,1
6,2020-11-20,14799,57
7,2020-11-19,14742,-1
8,2020-11-18,14743,-19
9,2020-11-17,14762,1
10,2020-11-16,14761,-6
11,2020-11-13,14767,-5
12,2020-11-12,14772,40
13,2020-11-11,14732,10
14,2020-11-10,14722,-20
1,2020-12-18,15078,3
2,2020-12-17,15075,15
3,2020-12-16,15060,2
4,2020-12-15,15058,36
5,2020-12-14,15022,69
6,2020-12-11,14953,31
7,2020-12-10,14922,-1
8,2020-12-9,14923,-8
9,2020-12-8,14931,32
10,2020-12-7,14899,29
11,2020-12-4,14870,-3
12,2020-12-3,14873,-3
13,2020-12-2,14876,-7
14,2020-12-1,14883,-45
15,2020-11-30,14928,69
1,2021-1-28,15577,8
2,2021-1-27,15569,-8
3,2021-1-26,15577,-1
4,2021-1-25,15578,-1
5,2021-1-22,15579,1
6,2021-1-21,15578,-5
7,2021-1-20,15583,6
8,2021-1-19,15577,32
9,2021-1-18,15545,2
10,2021-1-15,15543,-29
11,2021-1-14,15572,49
12,2021-1-13,15523,72
13,2021-1-12,15451,-79
14,2021-1-11,15530,-2
1,2021-2-10,15902,54
2,2021-2-9,15848,7
3,2021-2-8,15841,8
4,2021-2-7,15833,100
5,2021-2-5,15733,186
6,2021-2-4,15547,-36
7,2021-2-3,15583,-8
8,2021-2-2,15591,42
9,2021-2-1,15549,8
10,2021-1-29,15541,-36
1,2021-3-9,16667,-5
2,2021-3-8,16672,5
3,2021-3-5,16667,-266
4,2021-3-4,16933,-18
5,2021-3-3,16951,-11
6,2021-3-2,16962,141
7,2021-3-1,16821,-10
8,2021-2-26,16831,2
9,2021-2-25,16829,130
10,2021-2-24,16699,182
11,2021-2-23,16517,66
12,2021-2-22,16451,120
13,2021-2-20,16331,100
14,2021-2-19,16231,99
15,2021-2-18,16132,230
1,2021-3-29,15552,86
2,2021-3-26,15466,-389
3,2021-3-25,15855,-37
4,2021-3-24,15892,-209
5,2021-3-23,16101,1
6,2021-3-22,16100,-200
7,2021-3-19,16300,-99
8,2021-3-18,16399,20
9,2021-3-17,16379,11
10,2021-3-16,16368,-89
11,2021-3-15,16457,99
12,2021-3-12,16358,191
13,2021-3-11,16167,-200
14,2021-3-10,16367,-300
1,2021-4-16,15877,200
2,2021-4-15,15677,135
3,2021-4-14,15542,-86
4,2021-4-13,15628,-105
5,2021-4-12,15733,6
6,2021-4-9,15727,-9
7,2021-4-8,15736,-7
8,2021-4-7,15743,102
9,2021-4-6,15641,65
10,2021-4-2,15576,3
11,2021-4-1,15573,-8
12,2021-3-31,15581,2
13,2021-3-30,15579,27
1,2021-5-28,16163,-1
2,2021-5-27,16164,-66
3,2021-5-26,16230,-25
4,2021-5-25,16255,2
5,2021-5-24,16253,-3
6,2021-5-21,16256,19
7,2021-5-20,16237,-85
8,2021-5-19,16322,3
9,2021-5-18,16319,0
10,2021-5-17,16319,13
11,2021-5-14,16306,-266
12,2021-5-13,16572,-25
13,2021-5-12,16597,145
14,2021-5-11,16452,-34
15,2021-5-10,16486,17
1,2021-6-17,16299,-23
2,2021-6-16,16322,19
3,2021-6-15,16303,-233
4,2021-6-11,16536,64
5,2021-6-10,16472,-2
6,2021-6-9,16474,89
7,2021-6-8,16385,-18
8,2021-6-7,16403,44
9,2021-6-4,16359,58
10,2021-6-3,16301,64
11,2021-6-2,16237,70
12,2021-6-1,16167,14
13,2021-5-31,16153,-10
1,2021-7-27,17802,100
2,2021-7-26,17702,76
3,2021-7-23,17626,203
4,2021-7-22,17423,53
5,2021-7-21,17370,-59
6,2021-7-20,17429,-15
7,2021-7-19,17444,23
8,2021-7-16,17421,7
9,2021-7-15,17414,277
10,2021-7-14,17137,128
11,2021-7-13,17009,42
12,2021-7-12,16967,106
13,2021-7-9,16861,-6
14,2021-7-8,16867,-45
1,2021-9-3,18359,30
2,2021-9-2,18329,-50
3,2021-9-1,18379,-69
4,2021-8-31,18448,-55
5,2021-8-30,18503,-17
6,2021-8-27,18520,15
7,2021-8-26,18505,-46
8,2021-8-25,18551,-89
9,2021-8-24,18640,-63
10,2021-8-23,18703,-94
11,2021-8-20,18797,-37
12,2021-8-19,18834,3
13,2021-8-18,18831,146
14,2021-8-17,18685,254
1,2021-9-10,18810,31
2,2021-9-9,18779,155
3,2021-9-8,18624,31
4,2021-9-7,18593,69
5,2021-9-6,18524,165
